,Unnamed: 0,well,sweep,protocol,Rseal,Cm,Rseries,gleak_before,E_leak_before,gleak_after,E_leak_after,R_leftover,QC.R_leftover,E_rev,E_rev_before,E_rev_after,QC.Erev,QC6,QC1,QC4,total before-drug flux,-120mV decay time constant 1,-120mV decay time constant 2,-120mV decay time constant 3,-120mV peak current,selected,passed QC,QC.Erev.spread,Erev_spread,pre-drug leak magnitude,post-drug leak magnitude
51,51,P23,1,staircaseramp1,1107020000.0,2.158701e-11,9932156.0,1.738357794530888,-39.12527671873198,1.5216273626584194,-28.41072601090264,0.0353324956370221,True,-94.63953795534802,-94.30183511943768,-75.62461221955188,True,True,True,True,10210959.771022212,423.5447830723977,128.9991136943532,170.3910303145678,-951.3501288310022,True,True,True,0.9488268528058228,69.55803528357991,64.1267276033316
52,52,A03,0,staircaseramp1_2,1926283000.0,1.544289e-11,14282480.0,1.1250840677620342,-46.81841555131943,0.5471111435993272,4.754107315054811,0.0600605707334025,True,-86.6477434669106,-86.22510795506395,-89.72640336003438,True,True,True,True,10316908.244699528,1191.6366433328076,109.20554617484456,141.95139511565844,-1130.521284568172,True,True,True,4.098624786642645,57.93071078152857,46.23880594003576
54,54,B01,0,staircaseramp1_2,14397590000.0,2.1378e-11,11304990.0,1.0032357804438936,-77.1846781249073,0.3563006871822705,-47.43641806261087,0.0131054583876594,True,-91.42158286299188,-91.21556694549348,-87.76643806065687,True,True,True,True,43681574.323707975,483.0577723093536,188.3802205138379,188.38022252246785,-1687.919393904457,True,True,True,1.546824642663026,70.30173951353584,32.71601261104073
56,56,B03,0,staircaseramp1_2,5687536000.0,1.415184e-11,14345420.0,0.6931793969715176,-64.5442589625406,0.5958401340637046,-40.86870006368415,0.0540110416454947,True,-93.30190728824924,-93.0087977844335,-76.46669153274192,True,True,True,True,8044697.579929725,381.37711158037655,80.54444356114907,112.06791366821793,-762.7517896970717,True,True,True,1.6893850059682762,51.94958503754821,40.977483418415204
58,58,B14,0,staircaseramp1_2,664270500.0,1.271628e-11,15080050.0,2.7420082496322764,-38.76462378014881,2.699827244287317,-32.842735392531395,0.2016850863412477,True,-93.77282916324954,-90.16413620754876,-88.95723121039342,True,True,True,True,4317634.136749787,157.54865943922366,61.3418677822828,124.29640758669812,-528.4850585468284,True,False,True,4.395328892104303,87.25857889751184,85.50643983755927
60,60,D04,0,staircaseramp1_2,356577700.0,1.536431e-11,16851550.0,3.925573873593144,-24.47462079902961,3.6607089169281934,-22.512699325120582,0.2207250710296587,True,-94.96932216357102,-93.3049536541549,-88.44772121799242,True,True,True,True,6623706.304952214,5000.0,168.05445573923342,180.75534987876097,-634.3726478548016,True,False,True,1.3671048980242233,103.53210373630866,100.44467240558708
62,62,D20,0,staircaseramp1_2,387329500.0,1.463184e-11,14977970.0,3.773564810032196,-28.0621600968588,2.899982931673513,-22.28968960928312,0.1616643718283085,True,-94.56824096897968,-92.02110958762384,,True,True,True,True,10128052.543713097,292.20599350547434,109.21647193234732,154.8166332693734,-804.7963415356893,True,False,True,0.725681200908582,101.00888855097544,89.45588114348297
64,64,D22,0,staircaseramp1_2,4083595000.0,1.482837e-11,16083330.0,0.9215630437049902,-58.8743839882697,0.7447058659672833,-50.23524241450703,0.0244251970319606,True,-91.09750576428516,-90.91631082715438,-89.36704281586061,True,True,True,True,23872431.85008884,5000.0,146.26640794477166,172.81706610275688,-1165.662395154804,True,True,True,2.471111223805565,57.06623363388166,48.12106453531575
66,66,E08,0,staircaseramp1_2,1025887000.0,1.747961e-11,9511277.0,2.207527660267384,-47.412742868514414,2.515835121155343,-34.33678018403718,0.0603970229577126,True,-93.47158552781796,-92.61023429428936,-90.08846891700034,True,True,True,True,11752228.642523823,180.86389775154387,71.12527453177547,120.9288156150726,-1039.5274103454008,True,True,True,2.117651269489329,81.42269369022688,82.70472661609651
68,68,E12,0,staircaseramp1_2,457689100.0,2.033464e-11,19802150.0,3.23867113859515,-29.15932204719385,2.8779384364723017,-25.07349655815008,0.1011733722914747,True,-95.45833347609526,-93.00409989842537,-89.04008400804408,True,True,True,True,9786585.63780868,1547.934353819444,143.06823825882896,184.7055271014568,-736.2322478774262,True,False,True,0.2961140008859075,93.5237989539029,88.54537028878127
70,70,F11,0,staircaseramp1_2,235101100.0,1.167452e-11,10905270.0,5.48667680550214,-20.245639529863404,4.88319525379314,-17.627889309263733,0.278453576276462,True,-95.17169803684833,-91.78767964704586,-70.54022369701795,True,True,True,True,6813723.075993204,455.3630308841138,96.77920417085132,128.9538231582131,-762.231568736954,True,True,True,1.2139499315516105,123.83889219693003,118.03428993264232
72,72,G03,0,staircaseramp1_2,160105400.0,2.717598e-11,18945800.0,7.971617863200148,-20.594978415289823,7.363480057306722,-23.003706316760294,0.2914103216770748,True,-92.80299595137863,-86.76273906164187,,True,True,True,True,11786304.596103773,103.24568418736514,1e-12,103.24568389031396,-677.5047131433856,True,False,True,4.686539716775897,149.09223035741957,142.27376672891248
74,74,I22,0,staircaseramp1_2,3013850000.0,4.515711e-11,12074050.0,0.5934261085319961,-42.183587026610624,0.3002989244641285,-8.676990754650049,0.1846758664346354,True,-94.48436063439456,-94.21197400236696,-70.50088489060548,True,True,True,True,7691053.512684296,659.8511709245014,59.83653226563712,99.09673802330076,-733.4214974853138,True,True,True,1.555895992706667,41.113726924833216,30.77895750734
76,76,J04,0,staircaseramp1_2,2374720000.0,1.765301e-11,11077710.0,1.0532622805620042,-52.93099334417587,0.6448038310140726,-62.84429575428129,0.0762019146387442,True,-94.50317390311304,-94.04827047490214,-86.25203080648438,True,True,True,True,7969582.026356654,271.8002526428269,66.39949412508746,124.10872893119634,-823.4791246063495,True,True,True,2.023900619510627,58.28932614579008,49.36143266155999
78,78,J22,0,staircaseramp1_2,2674712000.0,4.278386e-11,15518650.0,0.8090926588623932,-45.27886038481362,1.157237522177983,-38.58091417706917,0.0224944187876457,True,-93.89069505174672,-93.6983881311329,-95.68173919909682,True,True,True,True,31261912.154460818,5000.0,125.34407277974496,141.2907904062646,-1151.4081022817418,True,False,True,1.690094724904938,48.717837199975854,56.654665519113706
80,80,K04,0,staircaseramp1_2,1567877000.0,1.112229e-11,13109620.0,1.241989964871266,-41.37758508284568,1.0579761462623123,-42.271290652944,0.1933284951582357,True,-90.15964694970504,-88.01285854102353,-87.87917108679676,True,True,True,True,3606185.7547158888,120.5797199261876,45.13507438445929,91.29466504205504,-532.2980616274806,True,False,True,2.00758931045253,59.280248088792625,54.91675957757434
82,82,K15,0,staircaseramp1_2,2534787000.0,1.721793e-11,14106200.0,0.7494673015967325,-43.33083216273318,1.354588527484885,-37.505880750148194,0.0543608687425784,True,-92.6392547526547,-92.20163727664718,-74.05809299663713,True,True,True,True,12449269.616948895,171.4489012336564,59.20580035060703,113.24001545748172,-803.6046329475327,True,False,True,2.019269702779823,46.440826462419494,61.104043775158665
84,84,K21,0,staircaseramp1_2,252184800.0,2.170667e-11,18585090.0,5.733315547706824,-27.53180812250686,3.2826777934606484,-15.053905688983452,0.1065727915794668,True,-91.2922981370806,-85.82660477360493,-95.41786416239192,True,True,True,True,40621587.17926186,828.0984156792914,341.3657771171214,341.36578675473305,-1339.9444804564446,True,False,True,3.806122466210255,124.5587378375568,97.96189787110607
86,86,L14,0,staircaseramp1_2,797334800.0,1.273937e-11,13381960.0,1.6924131727388605,-26.358230333252067,1.413114401718739,-22.411497649321618,0.1160578749582351,True,-93.07845208013084,-90.578150960862,-91.34027203134754,True,True,True,True,7114132.343658867,430.4574277030803,72.20466930864023,122.97337253319708,-735.1323623435668,True,True,True,2.0859529326942408,67.7640108975396,62.424222841661816
88,88,L19,0,staircaseramp1_2,4930681000.0,9.816984e-12,9287212.0,0.5441719517028081,-54.3748480887999,0.5910064075269138,-47.783574261621816,0.0881572954940103,True,-93.80929483779452,-92.2205340575185,-92.9686187127754,True,True,True,True,3983232.037986845,543.1604202823082,60.46873742706341,92.50668913934098,-527.70526194127,True,True,True,1.839870841340698,42.33881083762121,42.22115980439056
90,90,M22,0,staircaseramp1_2,384023500.0,1.632186e-11,11847090.0,3.574684455483448,-23.51100658616009,2.5985938581044725,-13.932027210316466,0.1547364930574378,True,-91.7118649332897,-90.30889799550584,-90.22817433627554,True,True,True,True,11133224.408038748,348.28035928700683,83.05595118969767,133.81398971813493,-986.4622929590264,True,False,True,2.019447771251336,99.00589575960872,87.67615256386229
92,92,M23,0,staircaseramp1_2,2350353000.0,3.326512e-11,13766610.0,1.5861524284269202,-58.52298675328877,1.303686869706848,-40.99225232221952,0.0354780753495516,True,-92.55361585391128,-92.44493042955662,-85.79265842898793,True,True,True,True,16540017.254787575,4146.221034870541,170.5251740951521,186.26728848514,-1015.1575319233305,True,True,True,3.369986577158869,74.6528161092415,60.64221735467251
94,94,N05,0,staircaseramp1_2,8233916000.0,2.043561e-11,10981230.0,1.284961009552101,-76.44393294494628,0.876946803157408,-62.667627057636125,0.0529867859475366,True,-91.76264452772638,-91.37264782294923,-74.11074105212248,True,True,True,True,20079437.12209957,5000.0,129.83334382413898,155.8646540121061,-1261.1944743650286,True,True,True,2.1527559144682726,79.0006684647648,57.47704821352723
96,96,N22,0,staircaseramp1_2,225869900.0,1.48564e-11,16432550.0,5.660434868503508,-21.13824159912568,2.945795183830779,-23.46957221071821,0.2530381097797205,True,-92.47740308370072,-86.2567131921746,-113.0201424143908,True,True,True,True,7587843.12375851,190.75370421679068,59.59473365277448,105.4243194143044,-650.293737057934,True,False,True,1.5088625359572632,125.41009691481122,89.88478632495078
98,98,P02,0,staircaseramp1_2,1279623000.0,9.264713e-12,6377656.0,1.1845912125205076,-24.808144650396663,1.2150899018993586,-23.20458378981835,0.1135663342148303,True,-93.35288367435538,-91.1182728228078,-87.88405040187276,True,True,True,True,4925911.851939097,502.1194379703474,47.61586102694144,96.46462126681972,-679.597289060379,True,False,True,3.0244735117433947,56.83596888174573,57.765498089907474
100,100,P04,0,staircaseramp1_2,13473680000.0,1.493153e-11,13605850.0,0.5431125641499678,-73.1551797230922,0.4278014693905478,-45.6090585605636,0.082003815662083,True,-92.20271031159427,-92.21180983740864,-86.57297381464576,True,True,True,True,10601124.96180502,232.57688907521413,98.8609701317715,149.50101269899113,-895.3967230791133,True,True,True,2.136962689558601,49.77831071664696,35.486542186213406
102,102,P23,0,staircaseramp1_2,923260600.0,2.111125e-11,7577122.0,1.9226733336901751,-37.145761064118894,1.0237010548931949,-32.97329139455088,0.0299270115955161,True,-93.8301026174461,-93.56213486130856,-84.95705408103646,True,True,True,True,11333736.205719445,571.8895754718927,126.7543481743683,155.1563191911255,-1142.6974700601145,True,True,True,0.9488268528058228,72.72821568511297,52.65968892992979
53,53,A03,1,staircaseramp1_2,2370252000.0,1.549668e-11,14658470.0,1.003906784107606,-50.44391131252602,0.63325056494211,-8.35982927025947,0.0390253326757748,True,-86.98800582291979,-86.60847454282448,-86.78936448947643,True,True,True,True,10509043.280135067,550.4521873798012,101.18062180974884,151.6599318592011,-1104.2562689779716,True,True,True,4.098624786642645,55.94760657056378,44.79202895966075
55,55,B01,1,staircaseramp1_2,14397590000.0,2.120728e-11,11842150.0,1.2809870012657818,-81.73936228234811,0.342924493787862,-33.96321005690203,0.0130430842729965,True,-91.625689580526,-91.31889984021235,-85.79938230553125,True,True,True,True,41205494.65714596,197.4985788017294,113.37761019107086,197.498577493676,-1631.5596491342408,True,True,True,1.546824642663026,82.99287877839957,30.51692087834549
57,57,B03,1,staircaseramp1_2,5049255000.0,1.409942e-11,14353470.0,0.6570327921975595,-58.07469782550491,0.5489090911525399,-38.94300260405284,0.051858650881077,True,-93.79434720795604,-93.4092929470196,-75.89620255904163,True,True,True,True,8251402.242244945,363.3405791791541,79.18552575335319,116.33081934181644,-754.7281782078877,True,True,True,1.6893850059682762,47.87331546564608,39.063471565381526
59,59,B14,1,staircaseramp1_2,683182800.0,1.263991e-11,15708320.0,2.722803535546036,-39.66830606086684,2.6622638478579805,-32.01620422808652,0.2051578848696871,True,-94.19063174279358,-90.5235199773094,-90.62427291025988,True,True,True,True,3958486.397635805,132.88719077388626,28.019937720603977,127.6999812489962,-520.324695308181,True,False,True,4.395328892104303,87.21288159519142,84.84653618963901
61,61,D04,1,staircaseramp1_2,366590800.0,1.531953e-11,16683890.0,4.063452649782552,-25.86301868930205,3.901847935265364,-24.126507054393446,0.2004913771683042,True,-95.20732523650466,-93.64789018230236,-86.43336184858748,True,True,True,True,6503156.885448842,5000.0,162.1407373636706,193.7702257352864,-647.2377109541795,True,False,True,1.3671048980242233,105.0755279763305,103.29373195275907
63,63,D20,1,staircaseramp1_2,400250700.0,1.454979e-11,15618340.0,3.955455475095184,-32.488963475115035,3.008079788765402,-24.716389491836384,0.1529506251606021,True,-94.5526916491214,-91.9863954265854,,True,True,True,True,9363332.952884272,581.358498409535,125.59441853898046,155.07535609928067,-789.81605722274,True,False,True,0.725681200908582,103.46126612822896,90.58581903045747
65,65,D22,1,staircaseramp1_2,4359132000.0,1.499963e-11,15998360.0,1.25606166324011,-68.30044506610724,0.8548951346570979,-51.71592291889996,0.0329427551713709,True,-91.3401796951877,-91.01148471682922,-79.02437774247592,True,True,True,True,22416589.949472915,5000.0,151.37987183019632,172.22617597759694,-1141.2490425630624,True,True,True,2.471111223805565,72.34579190196045,52.07081168530344
67,67,E08,1,staircaseramp1_2,992350600.0,1.756149e-11,9591612.0,2.644098637849905,-51.68965297139111,2.7818961877490813,-38.97696636741326,0.1114174545531675,True,-94.54935208141056,-93.09407782075084,,True,True,True,True,11428458.34975444,142.2134589459407,44.23072865445568,121.80252104676296,-994.1495519142936,True,True,True,2.117651269489329,91.55849961179604,87.95056216372922
69,69,E12,1,staircaseramp1_2,473783000.0,2.046767e-11,20214760.0,3.4989721916847936,-34.64479861146651,2.9015730027954327,-26.200866189159303,0.1059381339535391,True,-95.54281301398804,-93.20979173149708,-91.18095134476448,True,True,True,True,8535085.071458234,5000.0,144.62681052054754,176.6200306357384,-705.355082862043,True,False,True,0.2961140008859075,97.58438544638024,88.74754488277875
71,71,F11,1,staircaseramp1_2,242968000.0,1.159394e-11,11248740.0,5.473227147416727,-21.365475632403005,5.128114523991415,-22.381746618894795,0.2188662925706754,True,-95.69085950809756,-92.0608151882633,,True,True,True,True,7656333.830503788,227.85439377051352,84.37686549038827,133.5006329146035,-743.4151997698837,True,True,True,1.2139499315516105,123.23055549864773,118.92658920870153
73,73,G03,1,staircaseramp1_2,168782000.0,2.692698e-11,18695750.0,8.3465298236332,-24.80994451563176,7.300691984781184,-23.21999342055972,0.3280915169601356,True,-92.49179535839592,-86.34141415105512,,True,True,True,True,9875978.74271712,96.59640070806954,1e-12,96.59640288327792,-685.1918976484072,True,False,True,4.686539716775897,150.86569620962803,141.58908905593714
75,75,I22,1,staircaseramp1_2,3189339000.0,4.508497e-11,12190800.0,0.6043095664745106,-30.184630573562877,0.5801767400172919,-47.39989400032385,0.1810122517176546,True,-95.06481310794004,-94.7531881170524,-89.48035494123087,True,True,True,True,9018077.525889076,192.61931518247152,55.0299634716323,80.75546550753059,-722.9004810636981,True,True,True,1.555895992706667,40.39376721050948,41.73882326697079
77,77,J04,1,staircaseramp1_2,6477065000.0,1.769778e-11,11107250.0,0.7823707759791277,-66.88143139738325,0.8028934067316346,-65.65960896841565,0.1135512370847514,True,-94.00591752286996,-93.59755021816524,-81.90837754009442,True,True,True,True,8237789.175624414,382.8723384699257,67.05510726343756,139.589175975316,-821.225481967757,True,True,True,2.023900619510627,56.36145052530268,56.46926284194725
79,79,J22,1,staircaseramp1_2,4037786000.0,4.28759e-11,14855300.0,0.7457260088470475,-53.55161690755802,0.969441599860764,-27.57464271088152,0.0142293804701414,True,-93.61718052661668,-93.63604505047331,-82.40315391557046,True,True,True,True,30579288.91188801,5000.0,127.76203826934392,152.94503939489812,-1202.1869155368522,True,False,True,1.690094724904938,49.265591708881146,51.21713504438755
81,81,K04,1,staircaseramp1_2,1815258000.0,1.106981e-11,13099710.0,1.1506604098446371,-45.17735374848841,0.9522320327647888,-35.95239348138355,0.1344018346493765,True,-89.95570749940664,-87.9076347228832,-90.81315632369396,True,True,True,True,3019308.3934460017,210.2397876583111,69.06211133404604,90.1411384964979,-517.8250567078233,True,False,True,2.00758931045253,58.06754782303916,51.03689851804028
83,83,K15,1,staircaseramp1_2,2995931000.0,1.731257e-11,13940710.0,0.9772297156020632,-52.18384642975702,0.9320406722976432,-43.17496470521858,0.0586193816761145,True,-93.46160726199008,-92.3703021037944,-70.39992260191511,True,True,True,True,11526722.487876743,191.7713046680587,90.00554810566348,103.7007156622944,-772.1150134536198,True,False,True,2.019269702779823,55.85192470192906,51.75222846229441
85,85,K21,1,staircaseramp1_2,258736700.0,2.157138e-11,19052750.0,6.433163829860051,-33.63614121650312,4.336634144791428,-20.45281749218142,0.0999778829608164,True,-90.55797873193644,-85.29270716320679,-116.3117273572228,True,True,True,True,37789592.04757614,360.6298658151913,360.6196954455883,360.6204922468779,-1176.262131278661,True,False,True,3.806122466210255,132.11585281038865,110.01904711860632
87,87,L14,1,staircaseramp1_2,831269600.0,1.27914e-11,13066220.0,1.7806132031382595,-31.430227425550992,1.4219220373276478,-24.84740595943574,0.1105786564638914,True,-93.16614637323843,-90.5400023007205,-87.81679787825485,True,True,True,True,6734321.640362892,334.243136829902,70.3374713986878,123.09210411649262,-731.6501092126024,True,True,True,2.0859529326942408,69.36352054705226,62.26508194308688
89,89,L19,1,staircaseramp1_2,5636640000.0,9.773322e-12,9239313.0,0.5072011510661404,-55.789351405924194,0.4671478095680572,-39.77642926263122,0.0932904464364404,True,-93.97870501968772,-92.45116865388768,-91.77819496294924,True,True,True,True,3639704.118564725,244.6024448651008,53.69277117613408,92.08538308342558,-509.7460725497678,True,True,True,1.839870841340698,41.31316798627018,36.137908144262994
91,91,M22,1,staircaseramp1_2,406383600.0,1.628215e-11,12294460.0,3.776261419302134,-29.341316436529915,2.579480718439879,-14.128212889061448,0.1688482810349891,True,-91.77959504802422,-90.20723306254683,-89.94930051071954,True,True,True,True,9713434.586576672,312.2843958905873,79.21858045092006,139.55665492694015,-954.7477580013026,True,False,True,2.019447771251336,100.9828907099569,87.26055398066117
93,93,M23,1,staircaseramp1_2,2397315000.0,3.34346e-11,12741770.0,1.875994192653599,-65.24035166533673,1.4912275103127146,-47.44161712762248,0.0596754403081146,True,-92.3443983656606,-92.35232104565787,-90.22731481289584,True,True,True,True,15913169.236610243,711.4851098569458,132.7529222988357,158.8158788480289,-1183.4338931697914,True,True,True,3.369986577158869,85.99388619730554,66.93250787715941
95,95,N05,1,staircaseramp1_2,8288086000.0,2.049937e-11,10945760.0,1.5588204859148478,-80.35002384373652,0.8346262018852076,-53.36058198728056,0.0372379525596912,True,-91.99629905478912,-91.53854994297843,-71.34710141224971,True,True,True,True,18080623.630076505,5000.0,130.2736414554272,158.07525174440335,-1249.498735008511,True,True,True,2.1527559144682726,90.33614969713292,52.047673122700466
97,97,N22,1,staircaseramp1_2,234881900.0,1.491221e-11,16331760.0,5.579926745295119,-22.595848458983387,2.8320653709978862,-23.14741519758689,0.2695687913281297,True,-92.45942182742613,-85.86843161235366,-113.07338628795516,True,True,True,True,7156749.713195751,309.0884501914452,64.86120640886762,113.64791501617228,-640.4435015393838,True,False,True,1.5088625359572632,123.9826679153308,88.20183896325175
99,99,P02,1,staircaseramp1_2,1317771000.0,9.286801e-12,6375615.0,0.9220885203964864,-15.26454876463226,1.481937456214447,-33.79915508570552,0.0738717597760697,True,-91.5312222534818,-90.46566299810394,-90.46452992061408,True,True,True,True,6049596.901166623,993.2589158087196,50.64115960049888,120.85746800565512,-683.6906340420231,True,False,True,3.0244735117433947,51.8638152677124,63.4241341578078
101,101,P04,1,staircaseramp1_2,17257390000.0,1.477942e-11,14917340.0,0.6563478274552942,-73.64789559625571,0.4605301488779481,-53.98319855879156,0.0920468659683298,True,-92.70362162545398,-92.41272345690004,-87.32193496711297,True,True,True,True,10315792.121027648,5000.0,128.92467874280382,161.67986003835472,-855.6788680495561,True,True,True,2.136962689558601,54.977930480644225,38.83716640482254
103,103,P23,1,staircaseramp1_2,1045034000.0,2.102284e-11,7645672.0,2.036933105790564,-41.93260887861787,1.065376186439897,-32.060496251989846,0.0280091378408013,True,-93.90048358459902,-93.74712137454078,-86.44186130978336,True,True,True,True,10690943.071268542,393.67149682330455,116.14056499877827,157.53679084036216,-1117.4373051748144,True,True,True,0.9488268528058228,76.09042314759836,53.675310080692405
